id,date,description,amount,category
1844,2026-04-16,AMTRAK TKT 356512,9.02,Transport
1845,2025-09-02,REGAL CINEMA 3756,25.99,Entertainment
1846,2026-01-07,HEALTH INS PMT 98894,359.57,Healthcare
1847,2026-05-15,LOWES #5367,724.45,Housing
1848,2026-02-12,WASTE MGMT 36674,134.78,Utilities
1849,2025-06-07,STARBUCKS STORE 1041,24.48,Food
1850,2025-10-06,BEST BUY #2408,294.89,Shopping
1851,2025-06-23,KOHLS #3291,116.06,Shopping
1852,2025-06-19,NATIONAL RAIL 959796,78.01,Transport
1853,2025-06-12,UDEMY COURSE 2294131,510.97,Education
1854,2025-11-16,SPOTIFY 34578610,25.54,Entertainment
1855,2025-06-07,BOOKING.COM 7017656,652.53,Housing
1856,2025-06-28,MACYS #4565,206.96,Shopping
1857,2025-11-28,XFINITY INTERNET,72.93,Utilities
1858,2025-08-25,STUDY.COM 119642,562.6,Education
1859,2026-05-03,CIGNA PREMIUM 93897,486.35,Healthcare
1860,2026-02-02,APPLE.COM/BILL,186.85,Shopping
1861,2026-02-08,CODECADEMY PRO,525.73,Education
1862,2026-05-12,NATIONAL RAIL 973746,149.55,Transport
1863,2025-07-04,TJ MAXX #2880,42.11,Shopping
1864,2025-10-11,SEWAGE SVC 4182,184.79,Utilities
1865,2025-12-21,DOORDASH *DELIV 9150,33.79,Food
1866,2025-06-18,MORTGAGE PMT 40703,1127.6,Housing
1867,2026-04-06,WENDYS #2553,25.85,Food
1868,2025-06-01,DENTAL OFFICE 9042,177.91,Healthcare
1869,2025-12-30,NINTENDO ESHOP 279855,27.0,Entertainment
1870,2026-01-29,EVENTBRITE 614057,27.89,Entertainment
1871,2025-10-08,CITY MEDICAL CTR 8821,184.86,Healthcare
1872,2025-09-10,DIRECTV 062113,54.06,Utilities
1873,2025-11-01,AMAZON MKTPLACE 07026086,315.47,Shopping
1874,2026-01-19,AMTRAK TKT 024403,64.51,Transport
1875,2026-03-02,URGENT CARE 6856,288.52,Healthcare
1876,2026-02-22,COSTCO WHSE #9226,352.4,Shopping
1877,2025-11-28,CHIPOTLE 4104,25.85,Food
1878,2026-01-23,TOTAL GAS 4124,134.22,Transport
1879,2025-09-16,HOME DEPOT #4803,721.36,Housing
1880,2025-10-06,PIZZA HUT 5644,42.44,Food
1881,2026-01-13,TOTAL GAS 6311,75.12,Transport
1882,2026-01-09,TESLA SUPERCHARGER 7251,124.12,Transport
1883,2025-11-17,DR GARCIA MD 5034,65.63,Healthcare
1884,2025-06-19,NORDSTROM #7744,68.87,Shopping
1885,2025-06-18,AMAZON.COM*688092550,53.43,Shopping
1886,2025-06-22,AMAZON.COM*990516991,101.89,Shopping
1887,2025-11-04,SEWAGE SVC 5553,162.96,Utilities
1888,2025-08-29,SECURITY DEPOSIT 61618,537.19,Housing
1889,2025-09-07,COURSERA SUB 844446,752.9,Education
1890,2026-01-05,ENTERPRISE RENT-A-CAR 9249,57.98,Transport
1891,2026-05-01,WALGREENS #4890,463.22,Healthcare
1892,2025-11-19,COSTCO WHSE #9334,63.98,Shopping
1893,2025-10-09,JUST EAT 395339,60.89,Food
1894,2026-01-28,CITY MEDICAL CTR 9421,64.81,Healthcare
1895,2026-03-12,STORAGE UNIT 8585,1394.55,Housing
1896,2025-12-11,PP*726960843,424.4,Ambiguous
1897,2026-01-17,AETNA COPAY 15273,287.64,Healthcare
1898,2025-06-09,GNC SUPPLEMENT 2562,63.05,Healthcare
1899,2025-10-16,T-MOBILE 270866,216.86,Utilities
1900,2025-05-20,POS PURCHASE 86712,45.74,Ambiguous
1901,2025-09-08,POS PURCHASE 79862,305.19,Ambiguous
1902,2025-11-29,DOMINOS PIZZA 433,19.92,Food
1903,2025-09-13,GOOGLE FI 799563,55.53,Utilities
1904,2026-01-25,COSTCO WHSE #8772,249.57,Shopping
1905,2026-01-06,HOA FEE 5534,1096.15,Housing
1906,2026-02-26,CAMPUS BOOKSTORE 0924,123.15,Education
1907,2025-06-26,VISION CENTER #223,448.12,Healthcare
1908,2026-02-02,TARGET #3776,334.5,Shopping
1909,2025-08-05,COX COMM 70511,125.72,Utilities
1910,2025-11-30,ZARA 6590,368.0,Shopping
1911,2025-11-17,CHIPOTLE 9310,71.41,Food
1912,2026-02-28,DENTAL OFFICE 8926,361.51,Healthcare
1913,2025-11-22,SKILLSHARE PMT 28098,600.78,Education
1914,2025-12-07,ELECTRIC BILL 80715,175.77,Utilities
1915,2025-10-26,HOA FEE 2694,1883.33,Housing
1916,2025-09-18,ETSY INC 1473799,135.7,Shopping
1917,2026-05-16,CAMPUS BOOKSTORE 1739,614.91,Education
1918,2025-10-05,HERTZ #84229,13.77,Transport
1919,2026-05-04,XBOX GAME PASS,5.98,Entertainment
1920,2025-10-23,MISCELLANEOUS 6434,107.53,Ambiguous
1921,2025-11-03,POS PURCHASE 02389,438.38,Ambiguous
1922,2025-10-19,HOSPITAL BILL 243754,79.0,Healthcare
1923,2025-07-11,AETNA COPAY 35415,459.63,Healthcare
1924,2025-05-18,LOCAL BAKERY 482,12.79,Food
1925,2025-08-03,BP FUEL 1643,45.27,Transport
1926,2025-12-28,DR GARCIA MD 8687,475.77,Healthcare
1927,2025-09-02,TRANSFER 26881228,241.75,Ambiguous
1928,2026-03-21,TJ MAXX #3242,40.5,Shopping
1929,2025-06-30,PEST CONTROL 4560,1340.48,Housing
1930,2025-05-25,EVENTBRITE 581629,30.35,Entertainment
1931,2026-02-09,TRANSFER 94217942,309.64,Ambiguous
1932,2026-02-05,KHAN ACADEMY,477.14,Education
1933,2026-01-24,CHIROPRACTOR 6863,376.42,Healthcare
1934,2025-12-07,NORDSTROM #5063,77.71,Shopping
1935,2025-08-08,TJ MAXX #6328,360.45,Shopping
1936,2026-04-16,LANDLORD TRANSFER 021465,911.56,Housing
1937,2025-07-03,MASTERCLASS SUB,564.85,Education
1938,2026-04-22,DIRECTV 197546,93.81,Utilities
1939,2025-07-23,NORDSTROM #8333,269.5,Shopping
1940,2025-08-31,WENDYS #30276,16.45,Food
1941,2026-03-18,SQ *39243588,142.87,Ambiguous
1942,2026-03-22,IKEA 124186,1725.44,Housing
1943,2026-01-09,ELECTRIC BILL 05783,126.78,Utilities
1944,2025-06-29,MENARDS #9793,1738.71,Housing
1945,2026-04-22,SPECTRUM 07482,131.11,Utilities
1946,2025-11-12,TACO BELL #06882,33.87,Food
1947,2026-01-14,UBER TRIP 2011,133.0,Transport
1948,2026-02-23,CHEVRON 2097,22.81,Transport
1949,2026-04-09,WALGREENS #7604,328.9,Healthcare
1950,2026-04-26,WAYFAIR ORDER 8370816,1514.5,Housing
1951,2025-10-02,COMMUNITY COLLEGE 3244,671.51,Education
1952,2026-01-30,METRO TRANSIT 84882,90.62,Transport
1953,2026-01-13,SKILLSHARE PMT 80068,94.53,Education
1954,2025-07-24,AT&T BILL 684245,147.36,Utilities
1955,2025-08-09,AMAZON MKTPLACE 99124190,309.09,Shopping
1956,2026-01-14,TRASH PICKUP 4160,223.96,Utilities
1957,2025-07-29,CIGNA PREMIUM 38692,196.8,Healthcare
1958,2026-02-12,QUEST DIAGNOSTICS 35488,143.14,Healthcare
1959,2026-03-05,NETFLIX.COM,31.41,Entertainment
1960,2026-01-08,ETSY INC 4112490,186.25,Shopping
1961,2026-04-21,APARTMENT FEES 0954,781.77,Housing
1962,2026-02-22,AIRBNB RESERVATION 25867362,1177.19,Housing
1963,2026-05-11,NATIONAL RAIL 739473,118.04,Transport
1964,2026-01-07,UNIQLO 5677,191.33,Shopping
1965,2025-10-07,DOMINOS PIZZA 427,77.92,Food
1966,2026-03-04,AMBULANCE SVC 92107,262.97,Healthcare
1967,2025-12-03,SUNOCO #3767,86.08,Transport
1968,2026-05-05,EDX COURSE 346547,784.01,Education
1969,2026-04-21,TARGET #6049,170.22,Shopping
1970,2025-07-25,PARKRIGHT 04727,120.38,Transport
1971,2026-04-07,WENDYS #034,31.22,Food
1972,2026-04-23,AUDIBLE CHARGE,30.14,Entertainment
1973,2025-06-16,CVS PHARMACY #8051,441.46,Healthcare
1974,2025-12-24,AT&T BILL 053134,60.77,Utilities
1975,2025-07-13,AIRBNB RESERVATION 43637189,777.94,Housing
1976,2025-12-25,PIZZA HUT 8549,28.38,Food
1977,2025-06-19,PP*819236534,431.29,Ambiguous
1978,2026-02-12,TJ MAXX #7947,333.03,Shopping
1979,2025-12-12,CITY MEDICAL CTR 8362,35.64,Healthcare
1980,2025-07-13,SKILLSHARE PMT 83673,638.61,Education
1981,2025-09-30,JUST EAT 490149,25.57,Food
1982,2026-01-21,NATIONAL RAIL 859696,103.24,Transport
1983,2026-05-10,CODECADEMY PRO,430.14,Education
1984,2026-02-06,TARGET #4498,284.46,Shopping
1985,2025-11-07,TRUE VALUE HW 348,1328.21,Housing
1986,2025-06-26,WAYFAIR ORDER 6998543,367.56,Housing
1987,2025-06-22,TWITCH.TV SUB 79706,45.11,Entertainment
1988,2025-09-17,SCHOOL SUPPLIES 5779,397.23,Education
1989,2025-07-18,SPOTIFY 66241118,17.26,Entertainment
1990,2025-07-17,CIGNA PREMIUM 59399,24.62,Healthcare
1991,2025-05-18,WASTE MGMT 75399,155.94,Utilities
1992,2026-05-08,COX COMM 39636,221.31,Utilities
1993,2026-01-16,NORDSTROM #7027,369.69,Shopping
1994,2025-12-21,CAMPUS BOOKSTORE 3099,268.0,Education
1995,2025-11-08,CENTURYLINK 588675,148.49,Utilities
1996,2026-04-12,STORAGE UNIT 1074,802.84,Housing
1997,2026-01-24,IKEA 151169,350.13,Housing
1998,2025-12-28,SHEIN ORDER 9270335,330.42,Shopping
1999,2025-07-23,STUDENT LOAN PMT 577754,675.29,Education
2000,2025-06-17,GRUBHUB ORDER 801704,30.84,Food
